年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
37, Assoc-acdm, Prof-specialty, White, Male,25, United-States, <=50K
49, Some-college, Adm-clerical, White, Female,40, United-States, >50K
27, Bachelors, Sales, White, Male,40, United-States, <=50K
28, 10th, Handlers-cleaners, White, Male,40, Mexico, <=50K
35, Some-college, Sales, White, Female,30, United-States, <=50K
17, 10th, Other-service, White, Male,40, United-States, <=50K
18, HS-grad, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States, <=50K
33, Some-college, Adm-clerical, Other, Female,38, United-States, <=50K
33, Assoc-acdm, Sales, Asian-Pac-Islander, Male,60, United-States, <=50K
51, Some-college, Adm-clerical, White, Female,35, United-States, <=50K
49, HS-grad, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
49, Some-college, Exec-managerial, White, Male,50, United-States, <=50K
41, Some-college, Sales, White, Male,35, United-States, >50K
64, 1st-4th, Priv-house-serv, White, Female,12, United-States, <=50K
40, Some-college, Prof-specialty, White, Male,40, United-States, >50K
49, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
23, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
34, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
38, 11th, Craft-repair, White, Male,40, United-States, >50K
47, Some-college, Farming-fishing, White, Male,86, United-States, <=50K
30, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
36, Assoc-acdm, Adm-clerical, White, Male,40, United-States, >50K
23, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
47, Some-college, Exec-managerial, White, Male,80, United-States, <=50K
61, HS-grad, Adm-clerical, White, Female,40, Canada, <=50K
47, Bachelors, Sales, White, Male,40, United-States, <=50K
56, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
20, 12th, Sales, White, Female,55, United-States, <=50K
33, HS-grad, Machine-op-inspct, White, Female,46, United-States, >50K
36, HS-grad, Farming-fishing, White, Male,50, United-States, >50K
34, Some-college, Protective-serv, White, Male,40, United-States, >50K
56, HS-grad, Transport-moving, White, Male,50, United-States, <=50K
32, Assoc-voc, Exec-managerial, White, Female,23, United-States, <=50K
26, Assoc-acdm, Machine-op-inspct, White, Male,40, United-States, >50K
49, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
71, HS-grad, Protective-serv, White, Male,40, United-States, >50K
19, Some-college, Other-service, White, Female,15, United-States, <=50K
20, Some-college, Tech-support, White, Female,40, United-States, <=50K
42, HS-grad, Adm-clerical, White, Female,35, United-States, <=50K
51, Some-college, Exec-managerial, White, Female,20, United-States, >50K
38, Some-college, Prof-specialty, Black, Female,40, United-States, <=50K
38, 10th, Machine-op-inspct, White, Male,40, United-States, >50K
35, Bachelors, Exec-managerial, White, Male,25, United-States, <=50K
24, Bachelors, Prof-specialty, Black, Female,40, United-States, <=50K
40, HS-grad, Adm-clerical, Black, Male,40, United-States, <=50K
21, HS-grad, Handlers-cleaners, White, Male,35, United-States, <=50K
49, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
54, HS-grad, Exec-managerial, White, Male,55, United-States, >50K
52, Bachelors, Exec-managerial, White, Female,42, United-States, <=50K
27, Bachelors, Prof-specialty, White, Female,60, United-States, <=50K
20, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
31, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
25, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
19, Some-college, Handlers-cleaners, White, Male,20, England, <=50K
33, Some-college, Craft-repair, White, Male,50, United-States, <=50K
23, Bachelors, Other-service, White, Male,40, United-States, <=50K
34, Masters, Prof-specialty, White, Female,40, United-States, <=50K
42, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
37, Masters, Exec-managerial, White, Female,40, United-States, <=50K
25, Bachelors, Exec-managerial, White, Female,40, United-States, <=50K
40, Assoc-voc, Craft-repair, White, Male,40, United-States, <=50K
33, Bachelors, Sales, White, Female,40, United-States, <=50K
31, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
32, Bachelors, Sales, White, Male,45, United-States, <=50K
54, Bachelors, Sales, White, Male,70, United-States, >50K
32, HS-grad, Craft-repair, White, Male,44, United-States, <=50K
29, HS-grad, Transport-moving, Black, Male,40, United-States, <=50K
26, Some-college, Prof-specialty, White, Male,40, United-States, <=50K
39, Some-college, Farming-fishing, White, Male,60, United-States, <=50K
57, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
54, Some-college, Farming-fishing, White, Male,40, United-States, <=50K
57, 10th, Machine-op-inspct, White, Male,40, United-States, <=50K
23, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
27, Some-college, Exec-managerial, White, Male,45, United-States, >50K
42, Bachelors, Exec-managerial, White, Male,55, United-States, >50K
31, 10th, Craft-repair, White, Male,40, United-States, <=50K
49, Masters, Prof-specialty, White, Female,60, United-States, <=50K
50, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
46, HS-grad, Adm-clerical, White, Female,30, United-States, <=50K
37, HS-grad, Sales, White, Male,60, United-States, <=50K
26, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
27, Bachelors, Adm-clerical, White, Female,35, United-States, <=50K
24, Some-college, Exec-managerial, White, Male,25, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
29, HS-grad, Sales, White, Female,34, United-States, <=50K
47, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
33, Some-college, Sales, White, Male,50, United-States, <=50K
26, Assoc-acdm, Prof-specialty, White, Female,45, United-States, <=50K
20, Some-college, Craft-repair, White, Male,40, United-States, <=50K
25, Assoc-voc, Prof-specialty, White, Female,40, United-States, >50K
57, Bachelors, Adm-clerical, White, Male,37, United-States, <=50K
36, HS-grad, Transport-moving, White, Male,50, United-States, <=50K
25, Masters, Exec-managerial, White, Male,40, United-States, <=50K
46, Bachelors, Machine-op-inspct, White, Male,40, Germany, >50K
39, HS-grad, Adm-clerical, White, Male,24, United-States, <=50K
29, Some-college, Craft-repair, White, Male,40, United-States, >50K
18, 11th, Exec-managerial, White, Female,20, United-States, <=50K
46, Assoc-voc, Tech-support, White, Male,40, United-States, <=50K
61, Bachelors, Sales, White, Male,50, United-States, >50K
41, HS-grad, Sales, White, Female,40, United-States, <=50K
50, Some-college, Machine-op-inspct, Black, Female,40, United-States, <=50K
53, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,50, India, >50K
36, Bachelors, Protective-serv, White, Male,60, United-States, <=50K
38, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
75, HS-grad, Sales, White, Male,35, United-States, <=50K
26, Assoc-voc, Adm-clerical, White, Female,40, United-States, >50K
44, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
25, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
31, Some-college, Sales, White, Female,40, United-States, <=50K
49, 12th, Transport-moving, Asian-Pac-Islander, Male,35, United-States, <=50K
34, HS-grad, Machine-op-inspct, White, Male,48, United-States, <=50K
31, HS-grad, Prof-specialty, White, Male,40, Columbia, <=50K
47, Some-college, Craft-repair, White, Male,40, United-States, <=50K
38, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
18, HS-grad, Craft-repair, White, Female,20, United-States, <=50K
47, 9th, Other-service, White, Female,30, United-States, <=50K
42, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
29, Bachelors, Sales, White, Male,40, United-States, <=50K
38, Some-college, Protective-serv, White, Male,75, United-States, <=50K
22, Some-college, Sales, Black, Female,20, United-States, <=50K
32, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
20, Some-college, Adm-clerical, White, Male,48, United-States, <=50K
41, Prof-school, Sales, White, Male,50, United-States, <=50K
46, HS-grad, Transport-moving, Black, Male,46, United-States, >50K
44, HS-grad, Adm-clerical, White, Female,38, United-States, <=50K
35, Bachelors, Adm-clerical, White, Female,40, United-States, <=50K
60, HS-grad, Craft-repair, White, Male,40, United-States, >50K
36, 9th, Craft-repair, White, Male,25, United-States, <=50K
30, Some-college, Craft-repair, White, Male,40, United-States, <=50K
40, Doctorate, Prof-specialty, White, Male,50, United-States, >50K
21, Some-college, Adm-clerical, White, Female,20, United-States, <=50K
25, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
56, Masters, Prof-specialty, White, Male,40, United-States, <=50K
42, Some-college, Exec-managerial, White, Male,55, United-States, >50K
26, 7th-8th, Handlers-cleaners, White, Male,40, Guatemala, <=50K
66, HS-grad, Adm-clerical, White, Female,40, United-States, >50K
48, 7th-8th, Craft-repair, White, Male,32, Dominican-Republic, <=50K
35, Some-college, Sales, White, Male,50, United-States, <=50K
41, Masters, Prof-specialty, White, Male,45, United-States, >50K
19, Some-college, Sales, White, Female,20, United-States, <=50K
55, HS-grad, Sales, White, Male,40, United-States, <=50K
42, Bachelors, Craft-repair, White, Male,60, United-States, >50K
45, Some-college, Transport-moving, White, Male,50, United-States, <=50K
29, Bachelors, Handlers-cleaners, White, Male,40, United-States, <=50K
42, Doctorate, Prof-specialty, White, Male,40, United-States, >50K
65, HS-grad, Sales, White, Female,20, United-States, <=50K
30, Assoc-acdm, Other-service, Asian-Pac-Islander, Male,40, Vietnam, <=50K
43, Some-college, Craft-repair, White, Male,40, United-States, <=50K
61, 7th-8th, Machine-op-inspct, White, Male,40, Italy, <=50K
22, Some-college, Other-service, White, Female,50, United-States, <=50K
23, 11th, Other-service, White, Female,40, United-States, <=50K
34, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
51, HS-grad, Prof-specialty, White, Female,35, United-States, <=50K
21, Some-college, Adm-clerical, White, Female,15, United-States, <=50K
31, Assoc-acdm, Prof-specialty, Asian-Pac-Islander, Male,40, United-States, <=50K
34, Assoc-acdm, Adm-clerical, White, Female,35, United-States, <=50K
33, Some-college, Exec-managerial, Black, Female,40, United-States, >50K
32, Masters, Exec-managerial, White, Male,55, United-States, >50K
44, 11th, Sales, White, Male,40, United-States, >50K
21, Some-college, Other-service, Black, Male,20, United-States, <=50K
75, HS-grad, Adm-clerical, White, Female,20, United-States, <=50K
55, Masters, Exec-managerial, Asian-Pac-Islander, Male,60, United-States, >50K
43, HS-grad, Other-service, White, Female,16, United-States, <=50K
31, HS-grad, Craft-repair, White, Male,45, United-States, <=50K
41, Some-college, Craft-repair, White, Male,45, United-States, <=50K
26, Masters, Prof-specialty, White, Male,50, United-States, <=50K
23, Assoc-voc, Craft-repair, Black, Female,40, United-States, <=50K
42, HS-grad, Adm-clerical, Black, Female,40, United-States, <=50K
29, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
21, HS-grad, Adm-clerical, White, Male,50, United-States, <=50K
28, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
35, Some-college, Other-service, Black, Female,40, United-States, <=50K
65, Bachelors, Transport-moving, White, Male,20, United-States, <=50K
34, Bachelors, Prof-specialty, White, Male,50, France, <=50K
58, Bachelors, Sales, White, Male,50, United-States, <=50K
59, HS-grad, Other-service, White, Female,40, United-States, <=50K
46, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
30, Assoc-voc, Prof-specialty, White, Male,40, United-States, >50K
28, Bachelors, Handlers-cleaners, White, Male,40, United-States, <=50K
47, Masters, Sales, White, Male,60, United-States, >50K
30, Bachelors, Sales, White, Male,40, United-States, >50K
34, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
51, Some-college, Prof-specialty, White, Female,40, United-States, <=50K
41, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
57, Some-college, Prof-specialty, White, Male,40, United-States, >50K
28, Assoc-voc, Farming-fishing, White, Male,60, United-States, <=50K
62, HS-grad, Other-service, White, Female,18, United-States, <=50K
22, Some-college, Tech-support, White, Male,20, United-States, <=50K
38, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
45, HS-grad, Transport-moving, White, Male,40, United-States, >50K
37, Assoc-acdm, Craft-repair, White, Male,55, United-States, <=50K
21, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
49, HS-grad, Craft-repair, Black, Male,40, United-States, <=50K
24, HS-grad, Other-service, Black, Male,40, United-States, <=50K
47, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
20, Some-college, Tech-support, White, Female,24, United-States, <=50K
27, Prof-school, Prof-specialty, White, Female,50, United-States, >50K
40, HS-grad, Other-service, White, Female,40, United-States, <=50K
31, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
43, HS-grad, Machine-op-inspct, White, Male,52, United-States, >50K
48, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
64, HS-grad, Farming-fishing, White, Male,45, United-States, >50K
39, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
50, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
52, Assoc-voc, Other-service, White, Female,40, United-States, <=50K
44, Masters, Prof-specialty, White, Female,45, United-States, <=50K
54, HS-grad, Transport-moving, White, Male,65, United-States, >50K
17, 10th, Farming-fishing, White, Male,35, United-States, <=50K
33, HS-grad, Adm-clerical, Black, Male,40, United-States, <=50K
28, 10th, Machine-op-inspct, White, Female,40, United-States, <=50K
39, Bachelors, Sales, White, Male,60, United-States, <=50K
33, Assoc-voc, Craft-repair, White, Male,40, United-States, <=50K
59, 7th-8th, Other-service, White, Male,32, United-States, <=50K
74, 1st-4th, Priv-house-serv, Black, Female,15, United-States, <=50K
54, Some-college, Protective-serv, White, Male,40, United-States, >50K
31, Assoc-acdm, Machine-op-inspct, White, Male,55, United-States, <=50K
31, Some-college, Sales, White, Female,40, United-States, <=50K
20, Some-college, Sales, Asian-Pac-Islander, Female,20, United-States, <=50K
54, Masters, Prof-specialty, White, Male,40, United-States, >50K
42, Assoc-voc, Adm-clerical, White, Male,40, United-States, <=50K
57, Prof-school, Prof-specialty, White, Male,36, United-States, <=50K
49, HS-grad, Craft-repair, Asian-Pac-Islander, Female,40, South, <=50K
40, Doctorate, Exec-managerial, Asian-Pac-Islander, Male,40, India, >50K
38, HS-grad, Adm-clerical, White, Male,40, United-States, <=50K
39, HS-grad, Machine-op-inspct, White, Male,42, United-States, >50K
43, Assoc-acdm, Sales, White, Male,50, United-States, >50K
57, Bachelors, Sales, White, Female,40, United-States, <=50K
38, Prof-school, Prof-specialty, White, Male,99, United-States, >50K
25, Bachelors, Other-service, White, Female,38, United-States, <=50K
40, Bachelors, Prof-specialty, White, Female,45, United-States, <=50K
